date,lights [kW],mech [kW],CHWSupplyTemp [F],OAT [C],RH [%],Dewpoint,wind_speed,wind_direction,Diffsolar [W/m2],Dirsolar [W/m2],CHWCoolingEnergy [kW]
20170805,1.06,0.35,42.2925,21.1,97,20.6,1.5,340,0,0,0
20170805,1.54,0.36,42.02,20.6,97,20,1.5,20,0,0,62.3000125
20170805,1.06,0.36,42.0225,20.6,97,20,1.5,190,10,5,19.7343125
20170805,1.06,0.35,41.8975,21.7,93,20.6,2.1,220,66,168,0.0666875
20170805,1.06,0.35,41.96,23.9,79,20,2.6,330,128,326,41.80995
20170805,2.09,0.35,41.9725,25.6,77,21.1,2.6,330,221,387,0.2038
20170805,1.77,0.35,42.0975,27.8,67,21.1,3.1,340,262,476,26.223875
20170805,1.06,0.34,42.15,28.9,61,20.6,3.6,290,325,486,44.4296375
20170805,2.05,0.34,42.2325,30,55,20,2.6,330,290,565,0.338175
20170805,3.13,0.34,42.22,31.1,52,20,2.1,230,392,429,37.9979875
20170805,3.67,0.69,42.095,31.1,50,19.4,3.1,230,374,471,36.46695
20170805,1.64,1.24,42.2675,31.1,52,20,3.6,320,319,200,126.608925
20170805,1.14,2.17,42.1725,31.7,47,18.9,2.6,270,256,425,142.0101
20170805,1.61,2.17,42.2925,30,53,19.4,3.1,340,194,492,92.672725
20170805,2.66,2.17,42.3225,29.4,57,20,3.1,360,111,211,142.77315
20170805,3.88,1.9,42.3925,28.3,63,20.6,2.6,350,54,40,106.6786875
20170805,3.16,1.06,42.345,24.4,87,22.2,1.5,120,5,0,64.264575
20170805,3.9,0.35,42.5425,23.3,90,21.7,2.1,120,0,0,46.0437
20170805,2.87,6.52,41.94,22.8,90,21.1,1.5,140,0,0,205.9287125
20170805,1.87,9.77,41.6975,22.2,93,21.1,1.5,210,0,0,259.0129375
20170805,1.46,8.16,41.5725,21.1,93,20,1.5,190,0,0,62.6817125
20170806,2.96,4.2,41.515,20,97,19.4,2.1,160,0,0,103.4549375
20170806,1.49,0.35,41.5425,20.6,100,20.6,2.1,250,0,0,0.1864
20170806,1.06,0.35,41.3175,20.6,97,20,0,0,0,0,0
20170806,1.31,0.35,41.235,19.4,100,19.4,1.5,230,0,0,34.6319
20170806,1.06,0.35,41.8175,20.6,93,19.4,1.5,280,0,0,2.5085
20170806,1.4,0.35,42.495,19.4,97,18.9,1.5,150,12,0,34.0696125
20170806,1.06,0.36,42.74,22.2,90,20.6,2.1,250,79,76,39.256725
20170806,0.79,0.35,42.9275,23.9,85,21.1,3.1,310,155,276,24.3565875
20170806,2.44,0.35,43.01,27.2,67,20.6,4.1,340,229,409,24.216225
20170806,1.79,0.34,42.015,28.3,65,21.1,3.1,30,273,495,72.1176125
20170806,1.75,0.34,42.27,30,59,21.1,3.6,10,367,459,0
20170806,2.79,0.35,42.1275,30,55,20,3.1,300,424,456,3.96425
20170806,2.14,0.46,42.1675,31.1,52,20,4.1,330,424,474,44.404775
20170806,1.98,2.29,42.09,31.7,47,18.9,2.6,330,419,447,139.576625
20170806,1.57,2.17,42.225,32.2,47,19.4,3.6,350,372,341,103.1315875
20170806,1.07,2.16,42.17,32.2,50,20.6,3.6,340,256,482,112.982925
20170806,1.17,2.17,42.1175,31.7,50,20,2.6,330,207,388,119.883425
20170806,1.22,2.18,42.11,30.6,52,19.4,3.1,330,133,222,183.347375
20170806,1.06,1.8,42.3725,30,57,20.6,2.1,60,55,30,70.5982
20170806,1.06,1.01,42.2225,25.6,79,21.7,2.1,130,4,0,96.27575
20170806,3.17,0.35,42.3475,24.4,87,22.2,2.1,130,0,0,22.0311
20170806,1.18,0.35,42.2175,23.9,85,21.1,1.5,200,0,0,20.8357875
20170806,1.06,0.36,42.1575,22.8,90,21.1,1.5,170,0,0,0.1295625
20170806,1.05,0.34,45.22,22.8,90,21.1,1.5,180,0,0,0
20170807,2.21,0.34,45.6175,22.8,90,21.1,2.6,230,0,0,19.6884875
20170807,1.14,0.35,44.555,21.7,97,21.1,1.5,220,0,0,13.7545
20170807,1.44,0.35,42.4,22.2,93,21.1,2.1,320,0,0,16.16835
20170807,1.71,0.34,42.1325,22.2,93,21.1,1.5,40,0,0,48.38405
20170807,2.84,2.5,42.0425,21.1,93,20,1.5,310,0,0,160.1249375
20170807,3.69,11.1,41.95,21.7,93,20.6,1.5,30,14,0,612.850775
20170807,10.2,14.51,42.235,22.8,93,21.7,2.1,320,77,76,583.5808
20170807,12.76,13.02,42.035,25,82,21.7,2.6,30,157,274,554.5034375
20170807,14.3,18.68,42.0625,27.2,72,21.7,2.6,20,230,419,536.5735375
20170807,15.01,19.96,41.9975,28.9,65,21.7,2.6,10,284,503,570.6988625
20170807,14.54,21.14,42.0125,29.4,63,21.7,2.6,60,324,549,556.3340875
20170807,14.65,16.68,42.28,30.6,61,22.2,3.1,220,463,283,573.260275
20170807,14.35,15.09,42.35,31.7,52,20.6,2.1,340,412,448,563.051075
20170807,14.78,12.86,41.7575,31.7,48,19.4,3.6,280,427,389,599.43695
20170807,14.98,13.26,42.4475,32.2,48,20,2.6,40,391,358,597.8164625
20170807,14.75,13.97,42.5175,32.2,48,20,2.6,360,292,353,642.5004875
20170807,13.2,13.24,42.6575,31.7,48,19.4,2.6,50,206,386,555.595325
20170807,10.04,13.31,42.6,31.1,52,20,3.1,20,132,219,490.4690375
20170807,6.73,7.56,42.2875,28.9,65,21.7,2.1,60,53,28,253.153425
20170807,3.38,0.36,42.3975,25,88,22.8,2.6,100,4,0,27.525775
20170807,1.44,0.35,42.2425,25,91,23.3,1.5,90,0,0,27.69165
20170807,1.45,0.36,42.49,23.9,90,22.2,2.1,140,0,0,85.4045875
20170807,1.92,0.35,42.3175,23.3,94,22.2,1.5,10,0,0,38.5410875
20170807,0.97,0.36,42.255,23.3,94,22.2,1.5,190,0,0,56.340075
